symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
ITIC,Investors Title Co.,0.6981999999999999,0.6981999999999999,0.984,12.7882,12.79675,13.759500000000001,13.028500000000001,1.064730103915335,0.7779566014961801,1.0,0.1018905874138515,1.0,0.1018905874138515,0.0785414895555255,0.22204339850382,0.0,0.05545,0.0,0.7779566014961801,1.0,0.1018905874138515,12.79675,1.90985,0.0,18.468827081782003,0.475792896246405,0.0,0.0,0.0,0.0,31.79725,0.0,49.41945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4911872423672001,2.5353,2.4370000000000003,3.6817,0.1165,12.79675,0.081391100067824,0.95462046789183,0.0,0.0,30.4967330549865,6.8787495580731495,0.11662653985242499,0.0013,1.6477,1.6477,2.7011,2.77115,2.7619000000000002,-0.016900000000000002,-0.01585,0.0,2.1047000000000002,3.6547,0.06465,-0.012150000000000001,-0.0274,-0.012149999999999998,-0.1711,-0.2389,0.057749999999999996,-0.12475,-0.16185,0.11895,0.0728,0.04185,0.0884,0.1257,0.0527,0.22544999999999998,0.0,0.0476,0.09425,0.0,0.0,-0.0031000000000000003,404.43772389814694
ITRI,"Itron, Inc.",1.75325,0.0,1.2992,10.66345,5.743550000000001,20.64765,14.0289,3.37927914195805,0.43385178559597,-0.606778774328385,0.046054274909594,0.31431783608511,0.0541064503564765,0.0225202914839666,0.06614821440403,0.10779999999999999,0.0359,0.0335,0.43385178559597,-0.606778774328385,0.046054274909594,5.743550000000001,2.4811,11.0209,6.426399066042499,0.706969427046065,1.4455,0.9030353526108401,0.257870283168925,-51.36545,66.5718,0.0,43.25695,0.0,0.24819999999999998,0.49295,0.28306562158383,0.32891304264721,1.77195,0.298404165007395,1.9803482775684,4.98235,3.5169999999999995,3.68215,0.0,5.743550000000001,0.098059593891337,0.688727950155955,0.298404165007395,7.0319008718889,3.3568276306247,3.3568276306247,0.0,0.06730000000000001,2.731,1.2504000000000002,23.235799999999998,21.61665,21.2807,0.1056,0.0826,0.0,0.2686,0.42979999999999996,0.14845,0.18455,0.121,0.23185,0.1036,0.056,0.1536,0.06475,0.0,0.26895,0.26945,0.22265,0.0,0.0,0.0,0.07585,0.1298,-0.019350000000000003,0.05515,-0.26985,0.0756,0.02634999999999999,-8.159747001608098
IVC,Invacare Corp.,1.3188,13.2437,0.5809500000000001,29.0,5.8772,7.52875,6.58635,2.7401741223556497,0.77174632884938,0.60117649671739,0.0452731609583895,0.3114397093991,0.054691487094477007,0.0210548709718545,0.22825367115062,0.08875,0.04875,0.0534,0.77174632884938,0.60117649671739,0.0452731609583895,5.8772,2.2615,8.93445,11.4243164726375,1.1790014182128998,1.816,1.0479991938842,0.14805059765016498,-59.61449999999999,61.5253,0.0,33.620599999999996,0.0,0.1966,0.38349999999999995,0.27350962990644,0.27716391184654,2.5102,0.5330816787589401,1.95064241758655,4.3209,3.7904999999999998,1.3345500000000001,0.040999999999999995,5.8772,0.0888616140570675,0.8750705415018449,0.5330816787589401,79.00243843591599,8.151448002506,7.4486046452461,0.0512942525129195,-0.0167,-0.1756,-0.0008499999999999966,-0.1016,-0.1059,-0.1059,0.007699999999999999,0.01155,-0.10205,0.41109999999999997,0.60265,0.0441,0.006799999999999999,-0.002100000000000001,0.0596,0.0893,0.25135,-0.04785,-0.12279999999999999,0.0,0.06609999999999999,-0.026300000000000004,0.08875,-0.0261,-0.2151,-0.0805,-0.0276,-0.011999999999999999,-0.011950000000000002,0.11560000000000001,-0.22935,0.0,-0.01635,-60.408005081800574
IVR,"Invesco Mortgage Capital, Inc.",0.56145,0.56145,8.57845,6.265750000000001,11.20315,8.417,14.89405,2.1113252236142,1.0,1.0,0.7846094142075,1.0,0.86521859571255,0.7846094142075,0.0,0.0,0.0901,0.0,1.0,1.0,0.7846094142075,11.20315,0.11905,0.0,0.0,0.0221671152773315,0.0,0.0,0.0,0.0,35.79145,0.0,606.9864500000001,0.0,0.7375,3.8664,0.0,0.0,0.0,0.0,5.2399147413642,2.65455,2.65455,7.4563500000000005,0.708,11.20315,0.5824105925842149,1.0,0.0,0.0,0.0,1.402640927624705,0.579060843607955,3.129,3.69205,3.3442,3.69205,-0.006599999999999995,-0.006599999999999995,3.5645499999999997,3.24045,0.54115,4.25045,4.25045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.94135,0.0,3.69465,-0.23445,3.87835,0.0,1.9908,234.30781295449333
JACK,"Jack in the Box, Inc.",2.20995,1.79975,0.61405,13.20825,35.2999,0.0,14.5352,1.45203018861835,0.6277894996301201,0.88775726133293,0.0765437234503965,0.183072608567185,0.0793188342650855,0.0424392536266385,0.37221050036988,0.10625,0.18035,0.09805,0.6277894996301201,0.88775726133293,0.0765437234503965,35.2999,4.3104499999999994,55.1201,2.4013235787647,1.52363593875175,0.9299999999999999,0.31308930019463,0.097203847181348,-7.81235,11.418,0.0,14.42295,0.0,0.27625,0.7574,0.40453234709538,0.43045086471854,9.12495,0.259319945338905,2.7397013549097,1.8712499999999999,-0.34835,0.5629,0.0,35.2999,0.0463823296674055,-0.288684842572467,0.259319945338905,3.3387322171828497,0.808060790528295,0.808060790528295,0.0,-0.0875,-0.21545,-0.19725,-0.2072,-0.185,-0.18275000000000002,-0.0152,0.0,0.0,-0.3606,-2.93375,0.0429,0.03165,0.04245,0.0122,0.01065,-0.0178,0.038,0.07565,0.0541,0.06225,0.0194,-0.01585,0.0,0.0,0.0,0.17625000000000002,-0.08705,-0.030950000000000002,0.08185,-0.1592,0.0,-0.0408,71.97474909377287
JBSS,"John B. Sanfilippo & Son, Inc.",0.6846,0.6306499999999999,0.21425,11.2391,15.52855,3.44445,2.819,1.32247407448631,0.8347921881342051,0.6336435840651551,0.0383080341692865,0.14974451302482,0.0404820111681685,0.019086531673103,0.1652078118658125,0.0496,0.061,0.048549999999999996,0.8347921881342051,0.6336435840651551,0.0383080341692865,15.52855,5.2761,4.9191,3.37492983333805,1.64193486912235,1.4895,0.36600579034297,0.01075091761010365,-9.68195,24.417250000000003,46.4776,17.36315,38.74095,0.29485,0.58075,0.21012664562654,0.36729062119388,3.4584,0.426774693962635,1.9707387632327,4.02015,3.3434,0.10815,0.0,15.52855,0.0766349154873665,0.8310839165346651,0.426774693962635,0.79164922634981,6.1511682605343,6.1511682605343,0.0,0.20115,1.9576500000000001,0.68225,1.6233,1.6265,1.6111,0.00155,0.005399999999999999,0.0,0.21725,0.48660000000000003,0.041550000000000004,-0.007599999999999999,-0.00245,0.1584,0.0715,0.12455000000000001,0.095,-0.11420000000000001,0.0,0.0595,-0.0277,0.0015499999999999993,0.0,0.0,0.0,0.07875,-0.0437,0.015099999999999995,0.06435,-0.1304,0.0,0.10085,635.7750127693498
JBT,John Bean Technologies Corp.,6.8936,24.7787,0.6019000000000001,14.77205,5.52065,6.5205,20.58175,1.8001572681861,0.653095529241265,0.8650968843251949,0.072046867091177,0.26649297307826003,0.072387621293812,0.040670244945695,0.346904470758735,0.16025,0.4659,0.12745,0.653095529241265,0.8650968843251949,0.072046867091177,5.52065,3.7313,7.77895,6.74683963379615,1.564706323466,1.3945,0.768229893486075,0.06089971903071199,-61.786649999999995,69.56675,0.0,32.179649999999995,0.0,0.2515,1.8480499999999997,0.645342226413,0.645342226413,7.5412,0.265414021912235,7.3404635139367,1.28925,0.5495,0.5029,0.22349999999999998,5.52065,0.042079823939343,0.16700290467388498,0.265414021912235,0.0,1.870011618808245,1.327112032785265,0.22595713725234,-0.03165,-0.013950000000000004,-0.008150000000000004,-0.060350000000000015,-0.07585,-0.08185,0.014499999999999999,0.02315,1.5,-0.50755,-0.78545,0.0,0.0,-0.022949999999999998,0.0,0.0,-0.18945,0.0,0.0,-0.0101,0.0,0.0,-0.125,0.0,0.0,0.0,0.13490000000000002,-0.06645,-0.0005500000000000019,4.2322500000000005,-0.0922,-0.09965,-0.0167,456.1860855796201
JCOM,"j2 Global, Inc.",2.8421,15.082799999999999,4.45625,14.47635,18.142400000000002,11.3599,11.3621,1.132569095866955,0.71703766611594,0.99729561130802,0.416783056753925,0.822616762446445,0.41614624474499495,0.29865056254384503,0.28296233388406,0.7221,0.1956,0.29085,0.71703766611594,0.99729561130802,0.416783056753925,18.142400000000002,3.5841000000000003,0.0,18.598729827299,0.536333810571205,5.432,4.9934892181007005,3.97289169303415,0.0,21.31465,0.0,29.791400000000003,0.0,0.0,0.0,0.0,0.0,644.2742499999999,0.0,1.23258361154365,2.23995,2.1825,2.97285,0.0,18.142400000000002,0.39603785983334,0.9744821622084601,0.0,0.0,41.8249342639415,41.8249342639415,0.0,0.04035,0.04185,0.030700000000000005,0.08185,0.0781,0.07985,-0.0002500000000000002,0.00020000000000000052,0.0,0.0345,0.03815,0.33194999999999997,0.1678,0.11635,0.0,0.13215,0.09995,0.0,0.15225,0.11065,0.19745000000000001,0.194,0.16365000000000002,0.0,0.0,0.0,0.15385,0.0,0.28605,0.31555,0.0,0.03465,0.0569,214.62859420820894
JCP,"J. C. Penney Co., Inc.",1.2236,1.2236,0.3387,23.3333,0.0,6.0086,3.7806,5.1810344827586,0.61975308641975,0.60902255639098,0.037878787878788,0.39359763043974,0.037764866712235,0.01429710640237,0.38024691358025,0.0287,0.0525,0.0617,0.61975308641975,0.60902255639098,0.037878787878788,0.0,1.9646,5.5884,3.2772073921971,1.3954375645815,2.047,0.92674669128963,0.92674669128963,-103.6784,0.0,0.0,59.378,0.0,0.2696,0.7099,0.38562427671339,0.41517747858017,2.5577,0.46373820754717,2.6331100879029,6.7802,4.194,12.9784,0.741,0.0,0.089598997493734,0.61856325492689,0.46373820754717,4.0025445292621,2.6216666666667,2.0089399744572,0.72908366533865,-0.0007,-0.4167,-0.4159,-0.5612,-0.5814,-0.5798,0.0442,-0.127,0.0,0.3607,4.2032,-0.0471,0.0362,-0.0507,0.0417,0.4343,0.0633,-0.018,-0.1002,-0.4046,-0.0299,0.0391,0.0262,-0.085,0.0964,0.0357,0.0,-0.0721,0.0475,0.1013,-0.0322,0.0,0.0028,-89.16546417120892
JJSF,J&J Snack Foods Corp.,2.20515,2.75135,1.1741,17.837200000000003,10.776499999999999,18.65735,10.7016,0.663642206897325,0.6127626153088499,0.998015031582375,0.108487719528645,0.323369613748265,0.106627060329095,0.06637167850373149,0.38723738469115,0.17909999999999998,0.12385,0.1512,0.6127626153088499,0.998015031582375,0.108487719528645,10.776499999999999,3.88295,14.076699999999999,6.5244140729083,1.46213418475585,3.111,2.2982923236596,0.971013656867795,-38.6053,34.9968,0.0,27.1809,0.0,0.00135,0.0017000000000000001,0.00122721824324402,0.00168627494446855,515.7089000000001,145.219671049228,1.277310999229,4.0127,2.3933999999999997,3.6444,0.16999999999999998,10.776499999999999,0.11054300925183,0.589887906525545,145.219671049228,559.32419740437,2.52732994279115,2.01869958820185,0.16606504267896,0.10405,0.3155,0.34865,0.32605,0.3335,0.33765,0.0003,-0.00025,0.07835,0.15610000000000002,0.1379,0.0834,0.08485000000000001,0.07625000000000001,0.0534,0.07675,0.0959,0.13745000000000002,0.1232,0.13315,0.1016,0.09595000000000001,0.08979999999999999,0.0,0.0573,0.0864,0.0731,0.018799999999999997,0.08865,0.1023,0.53445,0.0,0.02365,233.54662323298777
JOE,The St. Joe Co.,2.63775,2.63775,19.8174,0.0,0.0,94.322,88.3364,0.0,0.0,0.0,-1.016491767909315,0.27445810548278,-1.01608382662315,-0.650385272328655,0.0,0.0,-0.0931,0.0,0.0,0.0,-1.016491767909315,0.0,2.3103,0.0,8.35171874381485,0.1092143545061775,0.0,0.0,0.0,0.0,0.0,0.0,45.65035,0.0,0.0515,0.06315000000000001,0.0,0.0,-93.7607,0.0,1.2262818972317,0.36355000000000004,0.343,1.88925,0.0,0.0,0.26541767386929,0.935691457448965,0.0,0.0,16.357009339475,16.357009339475,0.0,-0.1446,-0.9079999999999999,-3.2196499999999997,-0.92565,-0.9122999999999999,-0.9122999999999999,-0.00285,0.0,0.0,-0.31575,-0.32225000000000004,-0.1534,-0.34085,-0.401,0.0876,-0.30695,0.0,0.0,0.0,0.0,0.01245,0.0811,0.1498,-1.0,-1.0,-1.0,0.0,0.0,-0.0708,-0.0573,0.05450000000000001,0.0,-0.14435,-57.32037599997027
JOUT,"Johnson Outdoors, Inc.",0.8271999999999999,0.772,0.2782,9.23915,7.9383,7.47675,4.4718,3.09061595333635,0.355689730200175,0.322548950803565,0.018448541699755447,0.38693734353030496,0.019409681461427488,-0.005013707556565999,0.144310269799825,-0.0163,-0.0159,0.0342,0.355689730200175,0.322548950803565,0.018448541699755447,7.9383,3.2778,5.2955000000000005,10.985634592223,1.69099356425625,2.3644999999999996,1.1850991139302,0.477816296841325,-107.30395,44.6406,0.0,20.956200000000003,0.0,0.12755,0.23045000000000002,0.11384262381291499,0.18634659304933998,1.40235,0.899745120866045,1.80495528134085,2.7407,1.7875,3.32755,-0.026,7.9383,0.0687584102764215,0.6304508259961299,0.899745120866045,2.10247414920395,2.9190848772316498,2.81303387710865,0.0,-0.0058,56.22715,26.75725,1.27,1.2576,1.2529,0.00325,0.00555,-0.875,2.2184,1.9271000000000003,-0.0015,-0.00615,-0.0416,0.0345,-0.0013000000000000025,1.339,0.0,-0.01105,-0.0569,-0.00545,-0.06495000000000001,-0.14535,0.0,0.0,-0.5,-0.04785,-0.05475000000000001,-0.048650000000000006,0.013300000000000003,-0.3598,0.05005,-0.06130000000000001,707.5671719093966
KAI,"Kadant, Inc.",1.0072,2.8962,0.8566,0.0,4.3397,4.7998,4.4801,9.2628942737241,0.0,0.0,-0.00027043202624521,0.40257132090528,-0.0021013898432824,-0.026262939729125,0.0,-0.0562,-0.0307,-0.0015,0.0,0.0,-0.00027043202624521,4.3397,2.7142,4.8406,5.8717948717949,0.7331727643862,2.04,1.3282935015694,0.70974609192902,-101.3942,64.4124,0.0,28.499,0.0,0.0756,0.1206,0.105589024311,0.10765982274331,-0.0281,1.8548817204301,1.5964879506819,3.4974,3.279,3.7041,0.0,4.3397,0.19119100924346,0.93764782265918,1.8548817204301,86.252,16.037932316846,16.037932316846,0.0,-0.3313,0.9946,0.9636,0.7374,0.7126,0.7126,-0.0884,-0.0884,0.0,1.1391,1.4038,-0.0019,0.0571,-0.0956,0.0954,0.3001,0.8091,0.0,0.0,0.0,0.0154,0.0069,-0.0319,0.0,0.0,0.0,-0.3795,-0.3287,-0.138,0.0969,-0.5804,-0.0913,-0.19,309.88874436385794
KALU,Kaiser Aluminum Corp.,0.9941499999999999,0.9984999999999999,0.8734999999999999,46.98615,11.54795,26.8842,10.5632,2.69880220646177,0.5362613626438599,0.8401084010840101,0.07717863501584,0.16866696861817,0.08041155820777099,0.041274474760713,0.46373863735613996,0.07705000000000001,0.04585,0.05295,0.5362613626438599,0.8401084010840101,0.07717863501584,11.54795,3.8298500000000004,7.0043500000000005,2.97990387692995,0.8637201122231051,2.877,1.231569598707675,0.599428966149805,-61.76625,29.55055,0.0,22.2078,0.0,0.0618,0.09085,0.07742793193318319,0.0779593972407832,1.56355,9.207520853275115,1.344291485426,4.962,2.3425000000000002,4.2704,0.924,11.54795,0.0954110272576025,0.443169027143415,9.207520853275115,25.5,1.8476888286198,1.344095612938,0.93067375886523,1.8301999999999998,0.8122500000000001,1.3059500000000002,0.5996999999999999,0.5955999999999999,0.5955999999999999,-0.0152,-0.0152,0.07145,0.621,0.93555,0.0,0.0,0.025550000000000003,0.06295,0.372,0.3569,0.0,0.0,-0.05185000000000001,0.47805,0.0,0.172,0.0,0.0,0.19335,-0.125,0.03225,0.08135,0.08145,9.96285,0.0,-0.03765,83.95496806498063
KAMN,Kaman Corp.,1.992,3.42605,0.54995,22.51155,7.9125499999999995,28.93115,14.331249999999999,1.7434694313626502,0.678494531865635,0.9007494960755851,0.040455056285200505,0.269282930378305,0.0405289839910735,0.0246003800451145,0.321505468134365,0.0698,0.08904999999999999,0.0494,0.678494531865635,0.9007494960755851,0.040455056285200505,7.9125499999999995,2.7698,4.27715,14.291947344299999,1.4669582188888,2.8845,0.96187758487346,0.1310830385358,-123.0392,45.93655,0.0,36.71195,0.0,0.124,0.30635,0.21639305466691,0.229702335049345,12.2684,0.6794220349835149,2.4702737313840997,2.0939,1.4155,0.9726,0.493,7.9125499999999995,0.045101341532375,0.61632038152821,0.6794220349835149,7.4945151833498995,3.4663980191811,1.78161300303905,0.490420182826265,0.0377,0.05230000000000001,0.01815,0.06340000000000001,0.05265,0.047500000000000014,0.0112,0.011550000000000001,0.0,2.83285,1.0967,0.006,0.02655,0.0336,0.09275,0.054700000000000006,0.6199,-0.0144,0.0971,-0.127,-0.00865,0.015700000000000002,-0.02565,0.0244,0.0393,0.028499999999999998,0.030550000000000008,0.11299999999999999,0.0862,0.1373,0.5041,0.0,0.05645,137.0187534953673
KBAL,"Kimball International, Inc.",0.4534,0.36605,0.14775,12.641649999999998,7.5011,2.5329,7.14865,1.39437458597065,1.2471761064141949,0.9592807503602601,0.01385658441304415,0.162476638179185,0.011834650338427951,0.0119863374117381,-0.247176106414185,0.0377,0.03695,0.0275,1.2471761064141949,0.9592807503602601,0.01385658441304415,7.5011,1.6448,8.2422,6.0135894335326,1.82163400826975,1.7639999999999998,1.00175951107041,0.303135141079665,-9.0396,46.7612,40.87095,53.9918,15.9237,0.0105,0.01765,0.00086611359190762,0.017036031448351086,30.105449999999998,21.799022464856147,1.683427599914,1.31095,0.1884,1.89385,0.792,7.5011,0.040809922818487,-0.610254884841605,21.799022464856147,112.99224603163475,1.05994405664019,0.778140597716835,0.8962790838853201,-0.15660000000000002,25.9207,2.3589,188.65955,-0.1915,-0.1915,0.00465,0.004399999999999999,-0.4338,0.04910000000000003,2.16565,0.00685,0.029500000000000002,0.0016000000000000007,-0.05335,-0.1108,-0.1407,-0.12085000000000001,-0.059,-0.057449999999999994,-0.0124,-0.020900000000000002,-0.027450000000000002,-0.0755,-0.1442,-0.2262,-0.0642,-0.038650000000000004,-0.059949999999999996,-0.0276,-0.86385,0.0,-0.11330000000000001,259.66720978032
KBH,KB Home,1.42265,1.42265,0.6399,0.0,6.18845,1.49015,-2.0082,0.0,0.0,0.0,-0.07361500081193455,0.10912056475966,-0.0668223657794155,-0.049702210943613004,0.0,0.0,-0.12685,0.0,0.0,0.0,-0.07361500081193455,6.18845,1.5499999999999998,1.0029,0.0,0.521196452318945,0.0,0.0,0.0,-393.26644999999996,46.19755,0.0,60.86919999999999,0.0,0.5504,2.69195,0.0,0.0,-2.5648500000000003,0.0,4.88992790051355,1.4110999999999998,1.3994999999999997,15.039449999999999,-0.233,6.18845,0.05374703143416099,0.498035220283955,0.0,0.0,-32.24022510822499,5.136143834901,0.0,2.013,0.8486,0.84095,0.6071,0.60885,0.60885,-0.004,-0.004,-0.34625,-0.67885,-0.6926,-0.0653,-0.2263,-0.34704999999999997,0.0776,0.0,-0.0691,0.0,0.0,0.0,0.017,-0.19115,-0.28485,0.0418,-0.16335,-0.37,-0.3678,-0.0786,-0.12265000000000001,-0.12415000000000001,-0.0435,0.0,-0.21989999999999998,109.22445301108179
KBR,"KBR, Inc.",1.68185,2.9375,0.3536,12.6023,4.9716000000000005,4.9206,-38.12725,1.65071303339005,0.632230952099945,0.983022824913975,0.045446878873133506,0.072163209177511,0.052291111879219504,0.0281682430268305,0.367769047900055,0.21850000000000003,0.13615,0.1615,0.632230952099945,0.983022824913975,0.045446878873133506,4.9716000000000005,2.3032,0.0,38.337489478705,2.0683510002076,1.492,1.3290399315200498,0.37338935616047997,0.0,73.2953,0.0,33.97445,0.0,0.0093,0.0225,0.0196749358426005,0.021516829995739,245.2353,2.7178217821782,2.37003877133555,1.6471,1.3075,5.4599,0.10350000000000001,4.9716000000000005,0.025693920153307348,0.439890710382515,2.7178217821782,30.5,3.720066518847,2.5544450656974953,0.10410207740166749,0.0429,0.0455,0.0635,0.018349999999999998,0.048999999999999995,0.04925,-0.03055,-0.030350000000000002,0.0,7.47985,2.7268000000000003,0.0,-0.01975,0.06945,0.0,-0.00955,0.16795,0.0,0.0175,0.1,0.0,0.1419,0.0295,0.0,0.0,0.0,-0.0172,0.0,-0.038900000000000004,0.08185,0.0,0.0,-0.02495,-35.522786076645446
KELYA,"Kelly Services, Inc.",0.7942,0.9013,0.1044,0.0,5.6267,0.0,-16.4383,0.0,0.0,0.0,-0.034231018818949,0.16262630944656,-0.033860202095114,-0.024218967275424,0.0,-0.2156,-0.1845,-0.1198,0.0,0.0,-0.034231018818949,5.6267,5.5969,0.0,33.94807238395,3.2874666666667,1.661,1.4918639053254,0.16438609467456,0.0,60.729,0.0,15.4466,0.0,0.1045,0.2421,0.092162205481648,0.19488272921109,0.0,-0.1998541210795,2.3172669491525,-0.7851,-1.16,2.5473,0.0,5.6267,-0.0063502363956614,0.0,-0.1998541210795,-0.34422110552764,-2.0916030534351,-2.0916030534351,0.0,-0.2822,-0.9906,-1.0782,-0.2713,-0.2658,-0.2658,0.0029,0.0029,-1.0,-1.246,-1.5044,0.0038,-0.0252,-0.0708,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0272,-0.0834,-1.0,-1.0,-1.0,-0.12,0.0,-0.0994,-0.135,0.1901,0.0,-0.1785,57.07508945553974
KEM,KEMET Corp.,0.3985,0.4316,0.1538,0.0,5.7186,2.7166,2.0728,21.826276244646,0.0,0.0,-0.052154250443073,0.16934819070124,0.010453122559704,-0.094314408523294,0.0,-0.1271,-0.2443,0.0093,0.0,0.0,-0.052154250443073,5.7186,3.3099,4.8207,2.3019244837094,0.99375675642848,2.404,1.3418168526309,0.49066668318764,-89.8169,68.1015,0.0,39.0754,0.0,0.3367,0.8777,0.44897955227844,0.46743702005129,-1.4766,0.21890993912043,2.6065212191141,2.0251,1.5461,2.9365,0.0,5.7186,0.074178193349494,0.76343830098865,0.21890993912043,3.0548098434004,4.2272269948146,4.2272269948146,0.0,0.8383,0.8515,1.0284,0.7565,0.758,0.758,0.0028,-0.0569,0.0,8.5406,2.6803,-0.0113,0.1311,0.0577,-0.1161,0.0,0.3814,0.0,0.0,0.0,-0.0637,-0.1002,-0.1749,0.0,0.0,0.0,0.1436,-0.0289,0.0375,0.181,-0.1866,-0.238,-0.0794,205.8367330812537
KFRC,"Kforce, Inc.",2.33705,6.06215,0.62795,34.4971,6.8251,6.19145,16.88575,0.1467115280666885,0.669120795464345,0.9480654378201949,0.029010739389304,0.31717311773566004,0.023979218065443002,0.0187078611484305,0.330879204535655,0.193,0.06905,0.04885,0.669120795464345,0.9480654378201949,0.029010739389304,6.8251,6.95075,0.0,51.520513155212,2.47282945217355,1.689,1.5404486180663,0.0230076284125045,0.0,55.25985,0.0,11.3994,0.0,0.0236,0.036000000000000004,0.014440917552249249,0.034565093297705,19.945050000000002,5.5681140621378,1.5197477575298,0.9168,0.38849999999999996,0.0499,0.0,6.8251,0.0395781913930635,0.29480553456723,5.5681140621378,1.3205542725173,5.9279647554814145,5.9279647554814145,0.0,-0.08885,0.76155,0.5712499999999999,0.878,0.8653500000000001,0.8502000000000001,0.000449999999999999,0.0131,0.0,-0.4262,-0.8775,0.02685,0.027899999999999998,0.0075000000000000015,0.01075,0.13365,-0.09999999999999999,0.0,-0.0828,-0.2217,0.03925,0.033049999999999996,-0.04295,0.0,0.0,0.0,0.06795,0.0,0.0597,0.11044999999999999,0.4105,0.0,-0.1981,32.67429549688012
KFY,Korn Ferry,1.4758,2.4677,1.2436,135.0833,6.8719,0.0,-24.1763,11.582470414201,1.1007687512986,0.64734364492266,0.012398920034887,0.93065109755874,-0.0045393221701362,0.0088351685736156,-0.10076875129857,0.0255,0.0108,-0.0042,1.1007687512986,0.64734364492266,0.012398920034887,6.8719,16.51,0.0,24.02151183752,0.72500356668738,1.923,1.6688055007244,1.106773423262,0.0,65.2606,0.0,6.7857,0.0,0.0,0.0,0.0,0.0,2.8356,0.0,1.6815343860484,-0.6945,-0.8585,4.9362,0.0,6.8719,-0.051440092454086,0.0,0.0,0.0,-4.2359241966493,-4.2359241966493,0.0,-0.1096,1.86,-1.7302,1.525,1.5217,1.5217,0.0205,0.0445,0.0,-10.7275,-3.3446,-0.0001,0.0177,-0.0798,0.0,0.0,0.0,-0.1786,-0.3467,-0.5595,0.0562,0.1097,0.0053,0.0,0.0,0.0,0.5929,0.0,0.1164,0.0487,0.0,0.0,-0.0718,229.70745995887617
KMT,"Kennametal, Inc.",1.3481,1.9648,0.90255,22.307,5.6365,16.8498,9.95535,1.10959451976125,0.316222954929425,0.37219444416272,0.00023895439999200088,0.31073346771885,-0.0002151010604555005,-0.017618781175629997,0.183777045070575,-0.02965,-0.030350000000000002,0.0003499999999999996,0.316222954929425,0.37219444416272,0.00023895439999200088,5.6365,3.9318999999999997,4.90185,2.8057454146675997,0.84144162708451,2.3209999999999997,1.0261276838517048,0.242411747317035,-18.11815,57.1041,60.2551,20.09835,52.29975,0.178,0.32315,0.22614247104221002,0.24230206398357498,0.05284999999999984,0.441887080762575,1.80267629612555,2.3325500000000003,1.3171,1.20695,0.27449999999999997,5.6365,0.09181174463088,0.578586867851925,0.441887080762575,5.5316697586684995,2.54222335827125,1.60678127446245,0.42349038109395,-0.1378,0.27760000000000007,0.2744,-0.16300000000000003,-0.20235000000000003,-0.2076,0.029650000000000003,0.02615,0.01615,-0.22775,0.006199999999999997,-0.021699999999999997,-0.019700000000000002,-0.054849999999999996,-0.0463,-0.0234,0.5599000000000001,-0.01955,-0.09355,-0.1839,0.027700000000000002,0.054150000000000004,-0.0261,0.0351,0.0714,0.06745000000000001,-0.14245000000000002,-0.10859999999999999,-0.0954,-0.127,0.0484,0.0,-0.1004,69.22382030713644
