symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
ATNI,"ATN International, Inc.",2.6769,5.4166,2.2043,19.435299999999998,11.66045,12.7193,7.3894,1.8253127835287999,0.597565009297595,0.90049326107421,0.20022433144023,0.6601174293506951,0.174739497572072,0.1043966387125705,0.40243499070240496,0.09995000000000001,0.13725,0.0998,0.597565009297595,0.90049326107421,0.20022433144023,11.66045,3.3263499999999997,39.944,1.225551445128,0.647455373894565,1.758,1.42825978902053,0.97598600606008,-35.5516,37.858000000000004,0.0,38.51715,0.0,0.2547,0.64405,0.351632775359415,0.36152669768157,12.9147,0.81313549552118,2.32307160425835,6.39455,0.007000000000000117,4.3676,0.3305,11.66045,0.274172590634655,0.017679040055864986,0.81313549552118,16.7525866786892,1.154329226715735,0.9988107192794999,0.322423376331825,0.7361,0.0046,-0.22415,0.05165,0.0474,0.043250000000000004,0.0034999999999999996,0.0069,0.005049999999999999,0.2332,-0.71355,0.14035,0.2753,0.3008,0.11845,0.16875,0.15525,0.10300000000000001,0.18265,0.053200000000000004,0.10369999999999999,0.14425,0.09434999999999999,0.11915,0.12725,0.18764999999999998,0.61665,1.7708,0.4533,0.10955000000000001,1.43485,0.0,2.09265,42.68358180499814
ATRC,"AtriCure, Inc.",7.296099999999999,7.3662,2.2047499999999998,0.0,7.4906500000000005,0.0,-2315.74895,0.0,0.0,0.0,-0.16899372032784102,0.767697628383875,-0.169271312827875,-0.1833693674958625,0.0,-0.45895,-0.5959,-0.5975,0.0,0.0,-0.16899372032784102,7.4906500000000005,3.59765,10.44875,19.8964856189545,1.65449611492145,2.503,1.8185854732019,0.539418386299905,-145.81990000000002,53.57715,0.0,26.00115,0.0,0.11235,0.22860000000000003,0.086569096598968,0.18422910448216,-11.37755,0.0370978643245065,2.0307735610749003,0.0133,-0.093,0.4459,0.0,7.4906500000000005,0.003570730530624595,-1.1174133464143,0.0370978643245065,0.086744623453367,0.1454467246388275,0.1454467246388275,0.0,0.0402,0.10935,0.19190000000000002,0.07385000000000003,0.10470000000000002,0.10470000000000002,0.0314,0.0314,0.0,-0.0025500000000000522,-0.04425000000000001,0.0,-0.1196,0.043050000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15575,-0.2416,0.0,0.0,0.0,0.21050000000000002,-0.03405,-0.1148,-0.2415,-0.30515,0.0431,-0.058550000000000005,618.7825012799946
ATRI,Atrion Corp.,2.87245,3.17455,3.1942000000000004,17.793750000000003,9.410599999999999,13.83085,11.23975,0.45266110303227003,0.65666838703898,1.0,0.27441918258083,0.4596845328226,0.266881685246085,0.18016858921509,0.34333161296102,0.19245,0.162,0.16899999999999998,0.65666838703898,1.0,0.27441918258083,9.410599999999999,10.1562,5.6005,2.01840403627925,0.7822191652173001,7.558,4.81248287607235,2.2366979708281,-116.6951,39.3602,0.0,8.8724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1459365133379,14.870349999999998,12.1415,7.8721,0.586,9.410599999999999,0.28412126800181503,0.81484455360455,0.0,0.0,5.7716611316217,2.14902315939305,0.586375158554455,0.0943,0.1748,0.16365000000000002,0.15955,0.1424,0.15175,0.01445,0.00645,3.6111,0.27545,0.38835,0.09054999999999999,0.05835,0.04965,0.183,0.197,0.181,0.23954999999999999,0.16695,0.12755,0.12015,0.12840000000000001,0.12045,0.0,0.4839,0.7511000000000001,0.029400000000000003,-0.0712,0.08255,0.06334999999999999,0.0,-0.048749999999999995,0.01995,276.5085291218275
ATRO,Astronics Corp.,1.39725,1.7101000000000002,0.51315,4.72155,6.81705,6.4883,5.2335,13.517974965884349,0.34238856566952,0.4476825266612,0.048639784432276005,0.218967603261055,0.046024735347804505,0.0282381569578805,0.15761143433048,0.054650000000000004,0.0652,0.055200000000000006,0.34238856566952,0.4476825266612,0.048639784432276005,6.81705,5.5146999999999995,5.64245,6.23021204532665,1.33786461790845,2.9444999999999997,1.6252389657232,0.615147659806605,-84.339,58.01535,0.0,16.93445,0.0,0.28925,0.62225,0.34586938071194,0.38002643415807,3.7495000000000003,0.56104159609883,2.1308410951772,1.3131,1.159,1.035,0.0,6.81705,0.1234490412913965,0.8590722718375949,0.56104159609883,4.044609398634,9.92851470581765,9.92851470581765,0.0,0.24964999999999998,2.13765,1.72405,1.7384500000000003,1.7475999999999998,1.6680499999999998,0.0327,0.0,-0.5,0.6164499999999999,1.2454,0.0862,0.2267,0.028699999999999996,0.10255,1.034,0.0616,0.01235,0.1842,-0.0524,0.01945,0.15360000000000001,0.08805,-0.5,0.0,0.0,0.19915,0.0401,0.2065,0.124,0.9805499999999999,0.0,0.17284999999999998,895.0352678653811
ATRS,"Antares Pharma, Inc.",16.0291,21.73105,11.1592,0.0,7.48695,0.0,-20.84665,0.0,0.0,0.0,-0.8185806658070001,0.58426555943351,-0.818242352981165,-0.85669005543735,0.0,-1.09335,-1.04095,0.0,0.0,0.0,-0.8185806658070001,7.48695,1.5455,37.53845,32.6645636785995,0.640376496531165,1.939,1.74741642450415,1.5605169265740502,-26.16435,51.5993,0.0,66.57560000000001,0.0,0.0,0.0,0.0,0.0,-7.62265,0.0,2.2239424849631,-0.07125000000000001,-0.07050000000000001,0.15145,0.0,7.48695,-0.5439225211330749,0.0,0.0,0.0,-50.49646155891,-50.49646155891,0.0,0.59715,0.27085000000000004,0.2918,0.2986,0.3816,0.3816,0.11235,0.11235,0.0,0.157,0.16720000000000002,-0.03955,0.15944999999999998,0.08175,0.0,0.0,0.0,0.0,0.0,0.0,-0.0212,0.1122,-0.14165,0.0,0.0,0.0,-0.0184,0.3186,-0.12385,-0.11109999999999999,-0.5,0.05925,-0.14225,219.57549075949308
ATSG,"Air Transport Services Group, Inc.",1.15775,1.7884,0.47915,8.66985,9.880700000000001,15.532,3.05735,2.17547415585285,0.648684013909435,0.71477252703316,0.1090305439137805,0.6981331198666101,0.104780583969805,0.0507601210361185,0.351315986090565,0.05525,0.13595000000000002,0.06180000000000001,0.648684013909435,0.71477252703316,0.1090305439137805,9.880700000000001,5.617850000000001,103.64035,1.1538489030123,0.7811014469956901,1.138,0.81453989307185,0.41261200441577,-10.205300000000001,30.6156,0.0,19.55095,0.0,0.35614999999999997,1.26795,0.51895110266308,0.552898669527225,3.65325,0.321970534905725,3.5290745582945,1.7153,0.34800000000000003,1.0345,0.0,9.880700000000001,0.14663652717089498,0.19882641775932,0.321970534905725,2.52928927107855,1.2679789538901,1.2679789538901,0.0,-0.17095,3.5976,2.2039999999999997,0.8857999999999999,0.8783,0.87405,0.00255,0.0121,0.0,-0.1364,0.7071500000000002,0.0,-0.12225,-0.06345,0.0,0.04635,0.0837,0.0,0.00605,-0.027849999999999986,0.0,0.2048,0.17915,0.0,0.0,0.0,-0.26785000000000003,-0.07855000000000004,-0.09565,1.1376,-0.23095,0.0,-0.2693,306.9679714601298
AUB,Atlantic Union Bankshares Corp.,0.8507,1.0793,2.3897,41.508849999999995,0.0,4.41405,104.6185,2.4078701519012498,0.815675418316265,1.0,0.146506661389646,1.0,0.146506661389646,0.115214408252132,0.184324581683733,0.0,0.041550000000000004,0.0,0.815675418316265,1.0,0.146506661389646,0.0,0.0,0.0,1.4905289162714,0.039303589193201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1109,1.0088,0.0,0.0,0.0,0.0,9.067805726475349,0.91315,0.6955,2.43005,0.94,0.0,0.14784333051902698,-1.8173885420406903,0.0,0.0,9.8508445162637,2.646346239824605,0.40291942844236495,0.3341,0.9493499999999999,0.9493499999999999,2.754,1.27215,1.273,0.38570000000000004,0.0,-0.38065,19.2787,3.9918500000000003,0.04655,-0.0253,-0.09365,-0.1244,-0.2286,-0.29855,0.0036000000000000008,-0.16925,-0.27105,0.0933,0.04105,0.0108,0.00255,-0.1065,-0.25895,0.0,0.0,0.24844999999999998,-0.08405000000000001,-0.030399999999999996,0.0,0.1865,463.0114724417318
AVA,Avista Corp.,1.11765,1.1443,0.7997000000000001,13.57245,7.0573,38.0669,5.074199999999999,3.8098012677921,0.64822216339254,0.65908669387131,0.13682608663296,0.43180873206541004,0.136814866465115,0.058429908083305504,0.35177783660746,0.03375,0.08245,0.04025,0.64822216339254,0.65908669387131,0.13682608663296,7.0573,2.3226500000000003,34.821349999999995,0.56885279243288,0.40747803761405,0.9164999999999999,0.50467886289331,0.096707650605966,-17.96425,52.3712,0.0,39.512600000000006,0.0,0.33630000000000004,1.16545,0.5121826634534801,0.5381913778817049,2.9343500000000002,0.19281916449191,3.4654306387516,4.42015,0.6735,0.9628,0.5555,7.0573,0.158819933535465,0.149193535239645,0.19281916449191,1.9416996961864499,1.1786659658534,0.95043153723198,0.555962664565135,0.12175,0.052849999999999994,0.09015000000000001,0.1221,0.1023,0.10305,0.018099999999999998,0.0165,0.20425,0.5628,0.47074999999999995,-0.10935,0.0153,-0.00955,0.0663,0.11395000000000001,0.0003999999999999976,0.035,0.1469,0.1701,0.0446,0.0464,0.0323,0.06495000000000001,0.11195,0.15660000000000002,0.02775,-0.0008999999999999841,0.0429,0.04385,0.05375,0.0,0.15860000000000002,148.59194181751488
AVAV,"AeroVironment, Inc.",2.4124,2.4124,2.2715,26.9897,4.1595,22.2308,15.7512,0.73379582224043,0.68865102054385,1.0,0.12056044052934,0.3880521645733,0.11977893378434,0.083024070407746,0.31134897945615,0.0935,0.0887,0.2544,0.68865102054385,1.0,0.12056044052934,4.1595,4.496,15.3408,12.460324594257,0.88490660387061,5.567,5.0277695917303,0.6498084464897,-50.027,83.9001,0.0,29.5563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2079984577157,1.6821,1.1776,1.34,0.0,4.1595,0.14421404467814,0.70008892841263,0.0,0.0,3.3343217197924,3.3343217197924,0.0,0.0929,-0.1099,-0.0819,-0.1456,-0.1565,-0.1532,0.0175,0.0093,0.0,-0.0952,-0.0489,0.0,0.0705,0.0012,0.0,0.1979,0.1873,0.0,-0.0337,-0.1127,0.0,0.4351,0.0613,0.0,0.0,0.0,-0.0841,0.8038,0.1137,0.106,0.0,0.1244,0.2389,144.26775226906256
AVD,American Vanguard Corp.,1.4435,4.0017,1.0642,10.675,5.230600000000001,4.07355,7.0584,5.96957258026535,0.33955731420799,0.41804083742569,0.027367010591252003,0.32848801562136,0.026920693331564997,0.010144312317194,0.16044268579201,0.023299999999999998,0.014100000000000001,0.01585,0.33955731420799,0.41804083742569,0.027367010591252003,5.230600000000001,3.98445,2.8093500000000002,5.42317659806085,0.80795425877588,2.3655,0.758501519070805,0.0154039965100943,-185.03805,63.8428,0.0,21.835250000000002,0.0,0.21660000000000001,0.3629,0.236414006952845,0.266234921252675,2.08425,0.5631244510099049,1.6754319239523001,1.19505,0.37249999999999994,0.0282,-0.10549999999999998,5.230600000000001,0.15077712343716998,0.319514928087055,0.5631244510099049,3.84209791527595,4.104251139504955,3.09253079061569,0.037281500364166,0.03985,1.4528500000000002,1.4285499999999998,0.8041000000000001,0.8123999999999999,0.8085499999999999,0.01395,0.00345,-0.375,17.591250000000002,0.44010000000000005,0.1015,0.0251,0.0035499999999999998,0.11935,0.11135,-0.07835,0.0411,-0.06235,-0.08705,0.17595,0.14275,0.055900000000000005,0.1106,-0.13755,-0.2415,-0.18974999999999997,-0.08929999999999999,-0.006399999999999996,0.0205,-0.0968,0.0,0.0173,128.46875071749483
AVID,"Avid Technology, Inc.",1.31845,3.49835,0.8709,0.0,7.1825,0.0,-44.029849999999996,0.0,0.0,0.0,-0.081234630797864,0.515251214052855,-0.082206365620276,-0.081570086429521,0.0,-0.30174999999999996,-0.12045,-0.09025,0.0,0.0,-0.081234630797864,7.1825,5.4468,7.29155,13.87656260974,1.05612998653845,1.7570000000000001,1.025266353508115,0.42025822097496,-106.4076,50.34905,0.0,21.504350000000002,0.0,0.0,0.0,0.0,0.0,-58.79145,0.0,1.42383591246735,-0.3478,-0.9795,1.7915,0.0,7.1825,-0.020045984300705498,0.0,0.0,0.0,-0.579681319513935,-0.579681319513935,0.0,-0.04555,0.5645,0.5652,0.55725,0.5589500000000001,0.5589500000000001,0.00455,0.00455,0.0,-1.13385,-2.6887499999999998,-0.0094,-0.0208,-0.07905,0.0,0.0,0.0,0.0,0.0,0.0,0.0633,-0.0731,-0.15045,0.0,0.0,0.0,0.019449999999999995,0.10475,-0.05305,-0.07335,0.0,-0.09605,-0.07705000000000001,-62.57630077056269
AVX,AVX Corp.,1.3414,1.5571,1.8525,16.9048,7.6831,13.6109,12.06,1.7728103784079,0.81005006889434,0.99937099077453,0.13522804425556,0.21318639719349,0.13079574486998,0.10947258396004,0.18994993110566,0.1043,0.0793,0.0912,0.81005006889434,0.99937099077453,0.13522804425556,7.6831,4.3641,3.6143,5.282642928563,0.63610581956937,6.811,4.5760815012961,2.1522613091327,-126.9456,54.8166,0.0,29.2066,0.0,0.0,0.0,0.0,0.0,1589.8018,0.0,1.139080525506,1.1774,1.0433,2.4434,0.19,7.6831,0.15360859976429,0.88606862422301,0.0,0.0,8.7772134162361,4.0026757188498,0.19069285584286,0.2862,0.8141,1.2241,0.767,0.7872,0.7872,-0.0022,-0.0024,0.0,2.0843,5.6048,-0.0202,0.0071,-0.0417,0.0137,0.2903,-0.0615,-0.0075,0.2117,-0.021,0.0645,0.0498,0.0363,0.0187,0.013,0.0217,0.3637,-0.0216,0.0956,0.0809,0.0,0.0,-0.1097,15.850651653813564
AVXL,Anavex Life Sciences Corp.,0.0,67.0886,0.0,0.0,0.0,0.0,-19.733449999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2287,2.19625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0830425516089955,0.0830425516089955,0.0,0.0,0.0,0.0,0.0,7.0504,-0.7676000000000001,0.0,0.0,-61.5711,-1.44401103254105,0.0,-0.7051499999999999,-0.7058,0.05945,0.0,0.0,0.0,0.0,-1.44401103254105,-1.4790287996384999,-1821.68198966615,-1821.68198966615,0.0,0.0,-0.29555,-0.045000000000000005,-0.31239999999999996,-0.25925,-0.25925,0.0306,0.0306,0.0,-0.38665000000000005,-0.3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7069,-0.16684999999999997,0.3287,0.3608,-0.09660000000000002,103.46631161244038
AWR,American States Water Co.,1.76065,1.76605,1.7306,20.54455,4.62195,0.0,10.484,2.7404815833478997,0.6013138328590151,0.7049433405298899,0.196654649917405,0.58418058379234,0.18976608228685998,0.08331839179414349,0.39868616714098504,0.0364,0.08505,0.043,0.6013138328590151,0.7049433405298899,0.196654649917405,4.62195,2.6129,186.78865,0.448664979682905,0.326337757724935,1.1440000000000001,0.59314149769853,0.0179159740667735,-4.72955,83.38640000000001,0.0,33.93915,0.0,0.29425,0.9206000000000001,0.448883078624255,0.47914569329440004,3.4007500000000004,0.18858819461215,3.12737521907865,1.7285499999999998,-0.396,0.078,0.602,4.62195,0.16999395736981,-0.2609295106491485,0.18858819461215,2.4818783526036103,0.8123208675994951,0.655464748905035,0.59750427740876,0.1668,0.151,0.101,0.23305,0.18774999999999997,0.18915,0.03765,0.03785,0.01985,-0.04565000000000001,-1.6858000000000002,0.04675,0.0731,0.0708,0.027049999999999998,0.0026499999999999996,0.043649999999999994,0.027250000000000003,0.04465,0.0461,0.04685,0.04795,0.0536,0.018299999999999997,0.027700000000000002,0.0323,0.11905,0.019449999999999995,0.05985,0.06355,0.03285,0.0,0.18635,249.3333719450923
AX,"Axos Financial, Inc.",1.0934,1.0934,2.6699,6.1073,0.0,0.0,-9.462,0.51280245626884,0.58177848352521,1.0,0.66339352896915,1.0,0.67488713318284,0.38594808126411,0.41822151647479,0.0,0.1581,0.0,0.58177848352521,1.0,0.66339352896915,0.0,3.3368,0.0,85.6038647343,0.037408142111533,0.0,0.0,0.0,0.0,0.0,0.0,20.3236,0.0,0.2239,2.451,0.0,0.0,0.0,0.0,10.947561013189,-0.3731,-0.3835,0.4528,0.0,0.0,-0.28216704288939,0.0,0.0,0.0,-35.714285714286,-35.714285714286,0.0,1.1313,2.1049,1.9778,2.1799,1.9641,1.8756,0.2508,0.0,0.0,-0.4761,-0.4858,0.0,0.358,0.5371,0.0,0.0,0.0,0.0,0.4706,0.7779,0.0,0.0932,0.1368,0.0,0.0,0.0,0.0,0.0,0.0913,0.167,-0.43,0.0,0.2334,1359.347631003826
AXAS,Abraxas Petroleum Corp.,0.0,0.0,4.4159,114.25,5.79615,21.7119,8.89785,8.47511229857605,0.5234143449911,0.078152506254055,0.033683119343745,0.52994307053936,0.0258805766946643,-0.1659398316484905,-0.0234143449911085,-0.05955,0.45239999999999997,0.0063999999999999994,0.5234143449911,0.078152506254055,0.033683119343745,5.79615,0.9132500000000001,0.0,0.41356989229349,0.30577696650311503,0.5800000000000001,0.35498544950391,0.033515860460138706,0.0,70.93455,0.0,127.1602,0.0,0.8162,-8.8421,1.13276323787965,1.12821622809635,0.3219,0.230852041877405,0.0,0.44775,0.257,0.0129,0.0,5.79615,0.633288437417175,0.528138500010085,0.230852041877405,81.99361823518176,2.36638783135735,2.36638783135735,0.0,-0.18905,1.80505,7.9306,0.8678,0.8705,0.8705,0.27440000000000003,0.0,0.0,-0.21830000000000002,0.26575,-0.18914999999999998,-0.0715,-0.12745,-0.054599999999999996,-0.0587,0.0558,-0.1215,-0.22445,-0.36445,0.0,0.0,0.0,0.0,0.0,0.0,0.2771,0.0,-0.06509999999999999,-1.67505,-0.09129999999999999,0.0,0.11610000000000001,22.423137459914294
AXDX,"Accelerate Diagnostics, Inc.",4.61485,9.38815,13.1595,8.0,201.7682,0.0,-67.68635,0.15681041679122,0.5,0.5,-0.13831707141469501,1.0,-0.13117499926108,-0.13831707141469501,0.0,0.025449999999999973,-0.02635,-0.018050000000000004,0.5,0.5,-0.13831707141469501,201.7682,32.0586,34.518100000000004,294.2902698894705,0.30047744365342,7.947000000000001,16.1849092454056,4.5985125024677,7.6808,142.46825,0.0,8.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.310061461506,-0.049,-0.0548,0.05575,0.0,201.7682,-0.264657201989035,0.0,0.0,0.0,-9.62730025404405,-9.62730025404405,0.0,1.2471,1.2368000000000001,1.2539,1.2368000000000001,1.22265,1.22265,0.0172,0.0172,0.0,-0.8665999999999999,-0.5631499999999999,-0.0484,0.468,1.0358,0.0,0.0,0.0,0.0,0.0,0.0,-0.119,-0.1683,-0.09325,0.0,0.0,0.0,-0.5,-0.42010000000000003,0.048,0.05935000000000001,0.0,-0.2404,-0.07525,5558.743746984581
AXE,"Anixter International, Inc.",1.8275000000000001,2.81375,0.36425,9.3915,5.02025,7.8037,7.0579,5.541134788974301,-1.0925037202381,0.453417584093745,0.0300816653702365,0.22715209875325498,0.034200450343511005,0.007220225051803199,2.0925037202381,0.0312,0.03935,0.055999999999999994,-1.0925037202381,0.453417584093745,0.0300816653702365,5.02025,2.1444,5.2547999999999995,59.009716346154,1.7935593731714001,2.605,1.32100918784155,0.1197488508241785,-84.34285,72.9684,0.0,41.4178,0.0,0.3074,0.8466,0.42515973389786,0.45824854812459503,2.7511,0.37497518845264,2.7553930537211,9.1428,8.5435,2.73785,0.511,5.02025,0.06462723014972449,0.924959518347345,0.37497518845264,25.81892313430294,15.0458018823967,10.677500241435752,0.5115207373272,-0.06615,0.6242000000000001,0.6836500000000001,1.7736,1.8373499999999998,1.7521499999999999,-0.0171,0.0057,0.0,0.98495,1.47195,0.05645,0.09075,0.012,0.32135,1.4486500000000002,0.079,0.0213,0.03115,-0.1069,0.07975,0.0864,0.04,0.0,-0.52035,0.0,0.015799999999999995,-0.12805,-0.014849999999999995,-0.011999999999999999,-0.086,0.0,-0.0485,17.99891967340235
AXGN,"AxoGen, Inc.",0.77955,0.7817,2.84655,0.57265,395.41215,0.5585,-1.3466,0.4893041252471,0.467633635188545,0.5,-0.443992190344215,0.77051735012623,-0.425572375233725,-0.6005257205050001,0.032366364811454,1.4313,0.78015,0.0,0.467633635188545,0.5,-0.443992190344215,395.41215,219.46574999999999,1.57895,2239.6112338076227,0.97554888647665,1.7395,1.491886453390505,1.467445967863085,-251.8311,24.97475,0.0,59.41345,0.0,0.65715,-0.15525,0.0,0.0,-2.8271,-0.234203257953145,0.7597946925863,-0.5569999999999999,-0.5569999999999999,2.9127,-0.06,395.41215,-0.34633991274498493,0.49993663361361,-0.234203257953145,-0.234203257953145,3945.30940214615,3945.30940214615,0.0,170.33669999999998,7.586,7.4087,6.996650000000001,6.12305,6.07455,-0.4007,-0.39885,0.0,16.29415,16.06365,0.0336,0.9359,4.5272,0.0,0.0,0.0,0.0,0.21845,0.0,0.0149,0.17645,0.51025,0.0,0.3777,0.0,5.94445,0.0,15.2217,10.37265,0.0,0.0,3.2809999999999997,5246.020124855259
AXL,"American Axle & Manufacturing Holdings, Inc.",0.0,0.0,0.34750000000000003,3.9938,12.3031,3.35275,15.92385,1.8433734939759,0.48203842940685,0.286775275515095,-0.024087550140872993,0.077756841128574,-0.022269023823044992,-0.057895270004185505,0.0179615705931495,-0.0648,0.10554999999999999,0.002599999999999998,0.48203842940685,0.286775275515095,-0.024087550140872993,12.3031,2.2309,17.86765,2.0227942003432,0.922720198736525,1.109,0.69386893003129,0.41478848699021,-23.288899999999998,27.27515,0.0,46.76645,0.0,0.5084500000000001,-2.00945,1.9998585870654,1.9998585870654,-0.08434999999999993,0.1263805939115485,0.0,1.82625,-0.12150000000000005,3.3159,0.0,12.3031,0.0578528843005,-3.491877291750115,0.1263805939115485,0.0,1.22044814540904,1.22044814540904,0.0,7.44025,1.3901999999999999,1.40375,1.1246,1.066,1.05975,0.1539,0.0,-0.5,7.6053500000000005,1.37435,-0.07555,-0.1567,-0.21439999999999998,-0.1586,-0.2968,-0.3905,-0.02645,0.03995,0.16365,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.17220000000000002,0.12574999999999997,-0.025849999999999998,0.038599999999999995,-0.0587,0.0,0.037849999999999995,133.50614038049136
AXTI,"AXT, Inc.",1.9457499999999999,1.9457499999999999,2.62445,8.7,4.54565,50.761250000000004,25.64015,5.81653322846762,0.444627192982455,0.5,0.0969426040192995,0.316340176730945,0.09126944064606099,0.08052574216869099,0.055372807017545,0.07735,0.0705,0.0637,0.444627192982455,0.5,0.0969426040192995,4.54565,3.5799000000000003,2.3806000000000003,3.29722295519365,0.59687911165508,7.2275,4.40185033910795,1.62842142993105,-233.2235,94.7401,0.0,31.92165,0.0,0.0023,0.0026,0.0022099912652726,0.0026078087046131,0.0,4.70262096774195,1.1763045370406502,0.254,0.126,0.66015,0.0,4.54565,0.099773233748807,0.546110066624825,4.70262096774195,30.690789473684,2.3848419771305,2.3848419771305,0.0,0.7018,5.21345,-13.6767,4.5365,4.1190500000000005,3.9048,0.01,0.03465,0.0,1.7999500000000002,0.8881,-0.07205,0.12564999999999998,0.0753,0.03285,0.0,0.38695,-0.0292,0.0,0.25305,-0.048,0.05065,0.0127,0.0,0.0,0.0,0.41915,0.0442,0.133,0.1051,-0.93075,0.1079,-0.05325,19.417582686710723
AYR,Aircastle Ltd.,0.61145,0.61145,1.47075,10.113050000000001,204.46455,9.5076,2.3556999999999997,0.814731045738005,0.91549939838126,0.342240713317975,0.483716343450575,0.97386546367624,0.47479117612392496,0.152173094906965,0.0845006016187415,0.0,0.06420000000000001,0.0,0.91549939838126,0.342240713317975,0.483716343450575,204.46455,2.10495,0.0,0.13971812238366998,0.118347402326555,0.0,0.0,0.0,0.0,1.5683500000000001,0.0,45.762100000000004,0.0,0.5721,2.0220000000000002,0.0,0.0,1.5304,0.0,3.5343125873628,4.310700000000001,-0.902,4.9235500000000005,0.396,204.46455,0.62491836562488,-0.196136424212565,0.0,0.0,0.901085489329615,0.8259777585579049,0.39589707697974497,-0.0537,-0.12345,-0.13905,-0.2344,-0.2395,-0.2395,0.0054,0.0,-0.2647,0.05315,-3.1647000000000003,0.0,0.0,0.18780000000000002,0.0,0.0,0.4576,0.0,0.0,-0.054650000000000004,0.0,0.0,0.052,0.0,0.0,-0.2972,-0.22625,0.0,0.06925,0.0944,0.060649999999999996,0.0,-0.011099999999999999,95.80889461394399
AZZ,"AZZ, Inc.",1.7072,2.7644,1.0961,10.316,5.6534,5.4809,4.7384,2.4880397506018,0.62480775298422,0.89827584360191,0.18827904063824,0.30710606942566,0.18801772091609,0.10567155722105,0.37519224701578,0.1502,0.1656,0.1842,0.62480775298422,0.89827584360191,0.18827904063824,5.6534,5.6632,7.6044,4.0866721245661,0.93472874799484,4.755,3.6861803886973,2.5352194090665,-59.2014,51.3353,0.0,12.3873,0.0,0.2618,0.4389,0.30500261817297,0.30500261817297,9.8305,0.82587786,1.6762531237762,3.3618,2.8891,4.5024,0.081,5.6534,0.23131884897932,0.85938628988069,0.82587786,0.0,7.1116820625206,5.6174123365328,0.081879140765869,-0.0327,-0.0802,-0.0621,-0.1061,-0.1178,-0.1195,0.0118,0.0141,0.0,0.372,0.6235,0.1157,0.1573,0.09,0.1655,0.6244,1.2413,0.1605,0.4736,0.1814,0.1825,0.2181,0.2463,0.1534,0.0,0.0,-0.3401,-0.2539,0.0768,0.2037,0.0,0.0,0.0045,144.57083604732927
